color,compound,lap_number,wear_pattern,sidewall_deformation,tyre_pressure,is_graining,tyre_temperature,track_temperature,strategy,expected_life,lap_percentage,temp_differential,is_pressure_optimal,is_temp_optimal,wear_severity,risk_score
yellow,medium,13,uneven,False,20.4,True,44,39,MONITOR,32,0.40625,5,True,False,4,76.25
red,soft,10,uneven,False,19.3,True,51,42,CONSERVE,22,0.45454545454545453,9,True,False,4,78.18181818181819
yellow,medium,14,even,False,19.3,False,25,18,MONITOR,32,0.4375,7,True,False,0,22.5
red,soft,23,inner,False,18.0,True,43,22,PIT_NOW,22,1.0454545454545454,21,False,False,2,91.81818181818181
white,hard,4,even,False,20.5,False,42,39,MONITOR,45,0.08888888888888889,3,True,False,0,8.555555555555555
yellow,medium,5,even,False,19.8,True,28,26,CONSERVE,32,0.15625,2,True,False,0,26.25
yellow,medium,20,even,False,19.4,True,48,39,MONITOR,32,0.625,9,True,False,0,45.0
white,hard,9,even,False,19.8,True,30,22,CONSERVE,45,0.2,8,True,False,0,28.0
yellow,medium,29,outer,False,20.7,True,48,38,PIT_SOON,32,0.90625,10,True,False,2,76.25
red,soft,10,even,False,18.7,True,41,29,CONSERVE,22,0.45454545454545453,12,False,False,0,48.18181818181818
white,hard,16,even,False,21.5,False,54,41,CONSERVE,45,0.35555555555555557,13,True,False,0,19.22222222222222
yellow,medium,16,uneven,False,20.1,True,31,24,MONITOR,32,0.5,7,True,False,4,80.0
yellow,medium,15,even,False,19.9,False,35,35,MONITOR,32,0.46875,0,True,False,0,23.75
yellow,medium,18,even,False,20.4,False,51,33,MONITOR,32,0.5625,18,True,False,0,27.5
yellow,medium,4,uneven,False,19.2,True,37,29,CONSERVE,32,0.125,8,True,False,4,65.0
yellow,medium,24,even,False,18.6,True,49,26,CONSERVE,32,0.75,23,False,False,0,60.0
red,soft,5,even,False,20.6,True,55,42,CONSERVE,22,0.22727272727272727,13,True,False,0,29.09090909090909
red,soft,21,inner,False,20.3,True,53,36,PIT_SOON,22,0.9545454545454546,17,True,False,2,78.18181818181819
red,soft,10,even,False,21.7,True,31,24,CONSERVE,22,0.45454545454545453,7,False,False,0,48.18181818181818
yellow,medium,18,inner,False,22.5,False,27,23,MONITOR,32,0.5625,4,False,False,2,57.5
yellow,medium,8,inner,False,21.3,False,45,39,MONITOR,32,0.25,6,True,False,2,35.0
yellow,medium,6,even,False,20.4,True,26,28,CONSERVE,32,0.1875,-2,True,False,0,27.5
red,soft,6,outer,False,20.5,True,36,26,CONSERVE,22,0.2727272727272727,10,True,False,2,50.90909090909091
yellow,medium,22,outer,False,20.4,True,35,22,MONITOR,32,0.6875,13,True,False,2,67.5
green,intermediate,9,even,False,19.3,True,20,16,CONSERVE,15,0.6,4,True,False,0,44.0
yellow,medium,23,even,False,21.7,True,47,29,CONSERVE,32,0.71875,18,False,False,0,58.75
green,intermediate,12,outer,False,19.8,True,35,15,PIT_SOON,15,0.8,20,True,False,2,72.0
yellow,medium,21,inner,False,21.1,False,32,21,MONITOR,32,0.65625,11,True,False,2,51.25
white,hard,39,uneven,False,19.5,False,55,39,PIT_NOW,45,0.8666666666666667,16,True,False,4,79.66666666666667
blue,wet,1,center,False,17.8,True,30,22,CONSERVE,10,0.1,8,False,False,3,64.0
white,hard,41,even,False,19.3,False,39,25,PIT_SOON,45,0.9111111111111111,14,True,False,0,41.44444444444444
yellow,medium,29,inner,False,20.2,True,45,32,PIT_SOON,32,0.90625,13,True,False,2,76.25
red,soft,10,inner,False,19.7,True,43,30,CONSERVE,22,0.45454545454545453,13,True,False,2,58.18181818181818
white,hard,34,outer,False,17.9,False,41,31,PIT_SOON,45,0.7555555555555555,10,False,False,2,65.22222222222223
white,hard,16,even,False,22.4,False,39,33,MONITOR,45,0.35555555555555557,6,False,False,0,29.22222222222222
yellow,medium,22,even,False,18.3,True,34,26,MONITOR,32,0.6875,8,False,False,0,57.5
red,soft,11,even,False,21.6,True,40,24,CONSERVE,22,0.5,16,False,False,0,50.0
yellow,medium,7,outer,False,19.9,True,48,38,CONSERVE,32,0.21875,10,True,False,2,48.75
yellow,medium,29,inner,False,19.7,True,28,21,PIT_SOON,32,0.90625,7,True,False,2,76.25
red,soft,10,inner,False,20.8,True,42,32,CONSERVE,22,0.45454545454545453,10,True,False,2,58.18181818181818
red,soft,16,even,False,19.4,True,29,20,PIT_SOON,22,0.7272727272727273,9,True,False,0,49.09090909090909
red,soft,14,even,False,20.1,True,47,40,MONITOR,22,0.6363636363636364,7,True,False,0,45.45454545454545
white,hard,24,uneven,False,19.8,True,44,42,CONSERVE,45,0.5333333333333333,2,True,False,4,81.33333333333333
yellow,medium,5,inner,False,21.2,True,25,22,CONSERVE,32,0.15625,3,True,False,2,46.25
yellow,medium,7,even,False,20.1,False,42,35,MONITOR,32,0.21875,7,True,False,0,13.75
red,soft,16,even,False,19.0,True,51,25,PIT_SOON,22,0.7272727272727273,26,True,False,0,49.09090909090909
yellow,medium,9,even,False,20.1,False,34,28,MONITOR,32,0.28125,6,True,False,0,16.25
white,hard,12,inner,False,19.2,False,32,22,MONITOR,45,0.26666666666666666,10,True,False,2,35.666666666666664
red,soft,24,even,False,20.0,True,64,40,PIT_NOW,22,1.0909090909090908,24,True,False,0,63.63636363636363
yellow,medium,7,even,False,20.9,True,47,33,CONSERVE,32,0.21875,14,True,False,0,28.75
red,soft,14,even,False,18.8,True,49,36,MONITOR,22,0.6363636363636364,13,False,False,0,55.45454545454545
red,soft,20,inner,False,21.0,True,37,21,PIT_SOON,22,0.9090909090909091,16,True,False,2,76.36363636363636
yellow,medium,21,outer,False,22.9,True,43,29,MONITOR,32,0.65625,14,False,False,2,76.25
red,soft,15,even,False,21.5,True,31,23,MONITOR,22,0.6818181818181818,8,True,False,0,47.272727272727266
white,hard,12,outer,False,20.7,True,42,35,MONITOR,45,0.26666666666666666,7,True,False,2,50.666666666666664
red,soft,5,outer,False,21.6,True,44,34,CONSERVE,22,0.22727272727272727,10,False,False,2,59.09090909090909
yellow,medium,3,inner,False,19.4,True,31,25,CONSERVE,32,0.09375,6,True,False,2,43.75
yellow,medium,20,even,False,18.9,True,32,21,MONITOR,32,0.625,11,False,False,0,55.0
red,soft,6,even,False,20.4,True,45,35,CONSERVE,22,0.2727272727272727,10,True,False,0,30.909090909090907
red,soft,19,uneven,False,19.4,True,44,29,PIT_NOW,22,0.8636363636363636,15,True,False,4,94.54545454545455
white,hard,17,outer,False,19.3,False,40,27,MONITOR,45,0.37777777777777777,13,True,False,2,40.111111111111114
white,hard,16,outer,False,19.4,False,30,27,MONITOR,45,0.35555555555555557,3,True,False,2,39.22222222222222
white,hard,33,uneven,False,22.1,True,56,29,CONSERVE,45,0.7333333333333333,27,False,False,4,99.33333333333333
red,soft,13,even,False,20.4,True,42,34,MONITOR,22,0.5909090909090909,8,True,False,0,43.63636363636364
red,soft,12,uneven,False,21.7,True,40,31,MONITOR,22,0.5454545454545454,9,False,False,4,91.81818181818181
red,soft,17,center,False,21.1,True,53,39,PIT_SOON,22,0.7727272727272727,14,True,False,3,80.9090909090909
yellow,medium,6,even,False,20.6,False,38,30,MONITOR,32,0.1875,8,True,False,0,12.5
yellow,medium,17,outer,False,19.2,False,34,26,MONITOR,32,0.53125,8,True,False,2,46.25
white,hard,23,outer,False,21.5,False,38,30,MONITOR,45,0.5111111111111111,8,True,False,2,45.44444444444444
yellow,medium,20,center,False,18.7,True,45,37,MONITOR,32,0.625,8,False,False,3,85.0
yellow,medium,23,center,False,18.4,True,43,29,CONSERVE,32,0.71875,14,False,False,3,88.75
yellow,medium,19,inner,False,21.8,True,42,31,MONITOR,32,0.59375,11,False,False,2,73.75
white,hard,33,even,False,17.6,False,51,32,CONSERVE,45,0.7333333333333333,19,False,False,0,44.33333333333333
white,hard,18,even,False,19.9,True,42,35,MONITOR,45,0.4,7,True,False,0,36.0
yellow,medium,12,center,False,20.4,False,34,32,MONITOR,32,0.375,2,True,False,3,50.0
white,hard,25,even,False,18.1,False,43,32,MONITOR,45,0.5555555555555556,11,False,False,0,37.22222222222222
red,soft,16,even,False,20.9,True,54,34,PIT_SOON,22,0.7272727272727273,20,True,False,0,49.09090909090909
red,soft,2,even,False,20.3,True,41,42,CONSERVE,22,0.09090909090909091,-1,True,False,0,23.636363636363637
white,hard,30,even,False,20.3,False,49,37,MONITOR,45,0.6666666666666666,12,True,False,0,31.666666666666664
yellow,medium,29,uneven,True,21.5,True,47,27,PIT_NOW,32,0.90625,20,True,False,4,146.25
yellow,medium,1,even,False,21.7,True,22,21,CONSERVE,32,0.03125,1,False,False,0,31.25
white,hard,13,even,False,21.4,False,18,16,MONITOR,45,0.28888888888888886,2,True,False,0,16.555555555555554
red,soft,20,outer,False,20.9,True,37,30,PIT_SOON,22,0.9090909090909091,7,True,False,2,76.36363636363636
yellow,medium,11,inner,False,19.9,True,46,37,CONSERVE,32,0.34375,9,True,False,2,53.75
red,soft,19,inner,False,19.9,True,34,25,PIT_SOON,22,0.8636363636363636,9,True,False,2,74.54545454545455
yellow,medium,15,outer,False,22.4,False,39,36,MONITOR,32,0.46875,3,False,False,2,53.75
white,hard,4,even,False,20.0,False,34,31,MONITOR,45,0.08888888888888889,3,True,False,0,8.555555555555555
yellow,medium,7,even,False,20.3,True,33,23,CONSERVE,32,0.21875,10,True,False,0,28.75
yellow,medium,22,even,False,19.6,False,41,26,MONITOR,32,0.6875,15,True,False,0,32.5
yellow,medium,34,even,False,20.5,True,43,25,PIT_NOW,32,1.0625,18,True,False,0,62.5
yellow,medium,6,outer,False,20.4,True,38,30,CONSERVE,32,0.1875,8,True,False,2,47.5
red,soft,20,center,False,19.3,True,33,22,PIT_SOON,22,0.9090909090909091,11,True,False,3,86.36363636363636
yellow,medium,6,even,False,20.0,True,37,27,CONSERVE,32,0.1875,10,True,False,0,27.5
yellow,medium,16,uneven,False,19.1,False,31,20,MONITOR,32,0.5,11,True,False,4,65.0
red,soft,8,inner,False,21.3,True,32,24,CONSERVE,22,0.36363636363636365,8,True,False,2,54.54545454545455
yellow,medium,16,uneven,False,18.7,False,55,41,CONSERVE,32,0.5,14,False,False,4,75.0
white,hard,26,even,False,21.7,True,33,28,MONITOR,45,0.5777777777777777,5,False,False,0,53.11111111111111
yellow,medium,7,even,False,18.7,True,34,23,CONSERVE,32,0.21875,11,False,False,0,38.75
white,hard,38,uneven,False,21.6,False,37,23,PIT_NOW,45,0.8444444444444444,14,False,False,4,88.77777777777777
blue,wet,8,inner,False,17.6,False,28,12,PIT_SOON,10,0.8,16,False,False,2,67.0
white,hard,21,inner,False,21.0,True,55,39,MONITOR,45,0.4666666666666667,16,True,False,2,58.66666666666667
red,soft,10,uneven,False,19.2,True,46,35,CONSERVE,22,0.45454545454545453,11,True,False,4,78.18181818181819
red,soft,13,outer,False,20.3,True,28,24,MONITOR,22,0.5909090909090909,4,True,False,2,63.63636363636364
yellow,medium,7,center,False,18.3,True,38,23,CONSERVE,32,0.21875,15,False,False,3,68.75
yellow,medium,25,inner,False,18.7,False,50,29,PIT_SOON,32,0.78125,21,False,False,2,66.25
yellow,medium,3,inner,False,22.2,True,56,42,CONSERVE,32,0.09375,14,False,False,2,53.75
red,soft,14,inner,False,21.6,True,45,40,MONITOR,22,0.6363636363636364,5,False,False,2,75.45454545454545
red,soft,23,inner,True,20.3,True,59,40,PIT_NOW,22,1.0454545454545454,19,True,False,2,131.8181818181818
red,soft,7,outer,False,20.2,True,36,24,CONSERVE,22,0.3181818181818182,12,True,False,2,52.72727272727273
yellow,medium,1,inner,False,19.1,True,39,32,CONSERVE,32,0.03125,7,True,False,2,41.25
yellow,medium,36,even,True,18.4,True,63,42,PIT_NOW,32,1.125,21,False,False,0,125.0
yellow,medium,34,inner,False,20.5,True,46,28,PIT_NOW,32,1.0625,18,True,False,2,82.5
yellow,medium,7,even,False,19.6,False,31,29,MONITOR,32,0.21875,2,True,False,0,13.75
white,hard,3,even,False,17.5,False,43,42,CONSERVE,45,0.06666666666666667,1,False,False,0,17.666666666666664
white,hard,20,even,False,19.8,False,43,36,MONITOR,45,0.4444444444444444,7,True,False,0,22.77777777777778
red,soft,10,inner,False,19.9,True,44,40,CONSERVE,22,0.45454545454545453,4,True,False,2,58.18181818181818
white,hard,13,even,False,18.5,True,51,37,MONITOR,45,0.28888888888888886,14,False,False,0,41.55555555555556
yellow,medium,4,inner,False,17.7,True,37,33,CONSERVE,32,0.125,4,False,False,2,55.0
yellow,medium,13,even,False,18.7,True,61,43,CONSERVE,32,0.40625,18,False,False,0,46.25
yellow,medium,9,inner,False,19.1,False,40,36,MONITOR,32,0.28125,4,True,False,2,36.25
red,soft,20,inner,False,20.2,True,36,22,PIT_SOON,22,0.9090909090909091,14,True,False,2,76.36363636363636
red,soft,16,even,False,21.2,True,37,20,PIT_SOON,22,0.7272727272727273,17,True,False,0,49.09090909090909
red,soft,4,inner,False,19.8,True,35,32,CONSERVE,22,0.18181818181818182,3,True,False,2,47.27272727272727
red,soft,3,even,False,21.2,False,39,38,MONITOR,22,0.13636363636363635,1,True,False,0,10.454545454545453
white,hard,14,center,False,19.4,False,31,21,MONITOR,45,0.3111111111111111,10,True,False,3,47.44444444444444
red,soft,1,center,False,19.7,True,33,29,CONSERVE,22,0.045454545454545456,4,True,False,3,51.81818181818182
yellow,medium,21,uneven,False,17.7,True,44,41,CONSERVE,32,0.65625,3,False,False,4,96.25
white,hard,14,outer,False,20.5,True,47,40,MONITOR,45,0.3111111111111111,7,True,False,2,52.44444444444444
red,soft,9,uneven,False,19.9,True,26,20,CONSERVE,22,0.4090909090909091,6,True,False,4,76.36363636363636
yellow,medium,18,even,False,20.8,False,44,36,MONITOR,32,0.5625,8,True,False,0,27.5
yellow,medium,1,even,False,20.4,True,33,24,CONSERVE,32,0.03125,9,True,False,0,21.25
red,soft,11,outer,False,19.6,True,35,21,CONSERVE,22,0.5,14,True,False,2,60.0
red,soft,14,even,False,19.3,True,36,30,MONITOR,22,0.6363636363636364,6,True,False,0,45.45454545454545
yellow,medium,8,even,False,19.6,True,37,29,CONSERVE,32,0.25,8,True,False,0,30.0
red,soft,13,even,False,20.7,False,48,41,CONSERVE,22,0.5909090909090909,7,True,False,0,28.636363636363637
red,soft,7,uneven,False,18.9,True,39,36,CONSERVE,22,0.3181818181818182,3,False,False,4,82.72727272727272
red,soft,11,even,False,21.3,True,44,36,CONSERVE,22,0.5,8,True,False,0,40.0
red,soft,9,uneven,False,20.8,True,40,26,CONSERVE,22,0.4090909090909091,14,True,False,4,76.36363636363636
red,soft,8,even,False,19.1,True,38,29,CONSERVE,22,0.36363636363636365,9,True,False,0,34.54545454545455
yellow,medium,11,even,False,20.0,True,51,41,CONSERVE,32,0.34375,10,True,False,0,33.75
yellow,medium,1,uneven,False,21.0,True,13,16,CONSERVE,32,0.03125,-3,True,False,4,61.25
yellow,medium,17,uneven,False,20.8,False,46,37,MONITOR,32,0.53125,9,True,False,4,66.25
green,intermediate,10,outer,False,18.8,True,20,13,CONSERVE,15,0.6666666666666666,7,False,False,2,76.66666666666666
red,soft,12,even,False,18.2,True,31,21,MONITOR,22,0.5454545454545454,10,False,False,0,51.81818181818181
red,soft,9,center,False,20.3,True,38,22,CONSERVE,22,0.4090909090909091,16,True,False,3,66.36363636363636
yellow,medium,2,even,False,19.5,True,29,29,CONSERVE,32,0.0625,0,True,False,0,22.5
yellow,medium,16,outer,False,21.5,True,40,24,MONITOR,32,0.5,16,True,False,2,60.0
red,soft,10,even,False,20.1,True,40,28,CONSERVE,22,0.45454545454545453,12,True,False,0,38.18181818181818
yellow,medium,13,center,False,19.9,True,36,27,MONITOR,32,0.40625,9,True,False,3,66.25
yellow,medium,3,even,False,21.7,True,30,30,CONSERVE,32,0.09375,0,False,False,0,33.75
red,soft,20,uneven,False,20.0,True,48,33,PIT_NOW,22,0.9090909090909091,15,True,False,4,96.36363636363636
red,soft,1,even,False,20.6,True,31,28,CONSERVE,22,0.045454545454545456,3,True,False,0,21.81818181818182
yellow,medium,6,outer,False,21.9,False,25,27,MONITOR,32,0.1875,-2,False,False,2,42.5
red,soft,3,even,False,19.3,False,32,23,MONITOR,22,0.13636363636363635,9,True,False,0,10.454545454545453
red,soft,4,even,False,21.1,True,26,20,CONSERVE,22,0.18181818181818182,6,True,False,0,27.272727272727273
red,soft,3,even,False,19.8,False,30,28,MONITOR,22,0.13636363636363635,2,True,False,0,10.454545454545453
red,soft,8,even,True,20.1,True,41,31,PIT_NOW,22,0.36363636363636365,10,True,False,0,84.54545454545455
red,soft,19,uneven,False,19.8,True,48,43,PIT_NOW,22,0.8636363636363636,5,True,False,4,94.54545454545455
yellow,medium,8,even,False,21.8,False,43,36,MONITOR,32,0.25,7,False,False,0,25.0
green,intermediate,5,even,False,17.0,True,25,20,CONSERVE,15,0.3333333333333333,5,False,False,0,43.33333333333333
green,intermediate,4,even,True,16.9,True,25,12,PIT_NOW,15,0.26666666666666666,13,False,False,0,90.66666666666666
red,soft,16,uneven,False,21.7,True,35,20,PIT_SOON,22,0.7272727272727273,15,False,False,4,99.0909090909091
yellow,medium,22,even,False,19.7,False,35,26,MONITOR,32,0.6875,9,True,False,0,32.5
yellow,medium,20,even,False,21.5,True,29,21,MONITOR,32,0.625,8,True,False,0,45.0
yellow,medium,13,even,False,18.9,False,54,41,CONSERVE,32,0.40625,13,False,False,0,31.25
red,soft,9,even,False,20.7,True,35,27,CONSERVE,22,0.4090909090909091,8,True,False,0,36.36363636363636
white,hard,7,inner,False,19.3,True,39,32,CONSERVE,45,0.15555555555555556,7,True,False,2,46.22222222222222
yellow,medium,23,inner,False,20.2,False,66,44,CONSERVE,32,0.71875,22,True,False,2,53.75
yellow,medium,29,inner,False,20.7,True,55,34,PIT_SOON,32,0.90625,21,True,False,2,76.25
red,soft,12,inner,False,19.7,True,51,36,MONITOR,22,0.5454545454545454,15,True,False,2,61.81818181818181
red,soft,20,even,False,19.5,True,60,33,PIT_SOON,22,0.9090909090909091,27,True,False,0,56.36363636363636
green,intermediate,9,even,False,19.2,False,31,16,MONITOR,15,0.6,15,True,False,0,29.0
white,hard,13,inner,False,18.8,False,32,19,MONITOR,45,0.28888888888888886,13,False,False,2,46.55555555555556
yellow,medium,11,center,False,20.2,True,31,25,CONSERVE,32,0.34375,6,True,False,3,63.75
red,soft,8,even,False,21.5,True,30,16,CONSERVE,22,0.36363636363636365,14,True,False,0,34.54545454545455
red,soft,15,outer,False,20.8,True,47,40,MONITOR,22,0.6818181818181818,7,True,False,2,67.27272727272727
yellow,medium,29,uneven,False,17.9,True,52,42,PIT_NOW,32,0.90625,10,False,False,4,106.25
yellow,medium,12,uneven,False,20.7,False,55,44,CONSERVE,32,0.375,11,True,False,4,60.0
white,hard,36,inner,False,20.6,True,44,34,PIT_SOON,45,0.8,10,True,False,2,72.0
red,soft,12,even,False,19.4,False,32,22,MONITOR,22,0.5454545454545454,10,True,False,0,26.818181818181817
red,soft,8,inner,False,21.1,True,53,44,CONSERVE,22,0.36363636363636365,9,True,False,2,54.54545454545455
white,hard,42,inner,False,18.7,False,36,28,PIT_SOON,45,0.9333333333333333,8,False,False,2,72.33333333333334
red,soft,4,even,False,20.5,True,32,28,CONSERVE,22,0.18181818181818182,4,True,False,0,27.272727272727273
red,soft,13,even,False,20.7,True,48,36,MONITOR,22,0.5909090909090909,12,True,False,0,43.63636363636364
white,hard,30,center,False,19.5,False,34,28,MONITOR,45,0.6666666666666666,6,True,False,3,61.666666666666664
white,hard,23,center,False,20.2,False,39,30,MONITOR,45,0.5111111111111111,9,True,False,3,55.44444444444444
white,hard,10,even,False,21.9,False,31,21,MONITOR,45,0.2222222222222222,10,False,False,0,23.88888888888889
red,soft,13,center,False,20.3,True,50,39,MONITOR,22,0.5909090909090909,11,True,False,3,73.63636363636364
yellow,medium,5,outer,False,21.0,True,29,27,CONSERVE,32,0.15625,2,True,False,2,46.25
red,soft,14,inner,False,19.9,True,29,26,MONITOR,22,0.6363636363636364,3,True,False,2,65.45454545454545
yellow,medium,28,center,False,18.2,True,47,29,PIT_SOON,32,0.875,18,False,False,3,95.0
red,soft,16,center,False,20.3,True,55,38,PIT_SOON,22,0.7272727272727273,17,True,False,3,79.0909090909091
red,soft,17,uneven,False,21.7,True,51,40,PIT_SOON,22,0.7727272727272727,11,False,False,4,100.9090909090909
red,soft,17,uneven,False,20.9,True,53,28,PIT_SOON,22,0.7727272727272727,25,True,False,4,90.9090909090909
red,soft,6,inner,False,20.8,True,35,28,CONSERVE,22,0.2727272727272727,7,True,False,2,50.90909090909091
red,soft,3,inner,False,19.1,True,32,26,CONSERVE,22,0.13636363636363635,6,True,False,2,45.45454545454545
red,soft,14,outer,False,21.3,True,54,42,CONSERVE,22,0.6363636363636364,12,True,False,2,65.45454545454545
green,intermediate,8,uneven,False,19.1,False,28,20,MONITOR,15,0.5333333333333333,8,True,False,4,66.33333333333333
red,soft,18,inner,False,20.8,True,52,35,PIT_SOON,22,0.8181818181818182,17,True,False,2,72.72727272727272
yellow,medium,27,inner,False,19.3,False,56,32,PIT_SOON,32,0.84375,24,True,False,2,58.75
red,soft,17,outer,False,18.5,True,61,34,PIT_SOON,22,0.7727272727272727,27,False,False,2,80.9090909090909
yellow,medium,18,outer,False,19.1,True,34,32,MONITOR,32,0.5625,2,True,False,2,62.5
yellow,medium,26,outer,False,19.8,True,56,40,PIT_SOON,32,0.8125,16,True,False,2,72.5
yellow,medium,11,inner,False,19.4,False,36,28,MONITOR,32,0.34375,8,True,False,2,38.75
red,soft,10,even,False,21.3,True,47,36,CONSERVE,22,0.45454545454545453,11,True,False,0,38.18181818181818
white,hard,26,even,False,19.9,False,53,41,CONSERVE,45,0.5777777777777777,12,True,False,0,28.111111111111107
yellow,medium,7,outer,False,21.3,False,52,43,CONSERVE,32,0.21875,9,True,False,2,33.75
red,soft,8,even,False,20.9,True,48,44,CONSERVE,22,0.36363636363636365,4,True,False,0,34.54545454545455
red,soft,10,outer,False,20.7,True,51,36,CONSERVE,22,0.45454545454545453,15,True,False,2,58.18181818181818
red,soft,13,inner,False,19.2,True,40,38,MONITOR,22,0.5909090909090909,2,True,False,2,63.63636363636364
red,soft,10,inner,False,20.7,True,47,35,CONSERVE,22,0.45454545454545453,12,True,False,2,58.18181818181818
red,soft,5,even,False,18.9,True,45,35,CONSERVE,22,0.22727272727272727,10,False,False,0,39.09090909090909
red,soft,7,even,False,21.4,True,50,35,CONSERVE,22,0.3181818181818182,15,True,False,0,32.72727272727273
yellow,medium,9,even,False,22.2,True,51,38,CONSERVE,32,0.28125,13,False,False,0,41.25
yellow,medium,7,even,False,18.8,True,50,36,CONSERVE,32,0.21875,14,False,False,0,38.75
yellow,medium,8,even,False,20.6,False,44,28,MONITOR,32,0.25,16,True,False,0,15.0
yellow,medium,5,center,False,20.4,False,35,30,MONITOR,32,0.15625,5,True,False,3,41.25
red,soft,9,even,False,21.0,True,24,17,CONSERVE,22,0.4090909090909091,7,True,False,0,36.36363636363636
yellow,medium,18,inner,False,19.9,True,28,26,MONITOR,32,0.5625,2,True,False,2,62.5
yellow,medium,8,inner,False,20.6,True,44,37,CONSERVE,32,0.25,7,True,False,2,50.0
red,soft,8,even,False,21.0,True,33,29,CONSERVE,22,0.36363636363636365,4,True,False,0,34.54545454545455
green,intermediate,7,center,False,17.3,True,29,20,CONSERVE,15,0.4666666666666667,9,False,False,3,78.66666666666667
yellow,medium,10,outer,False,19.3,False,33,32,MONITOR,32,0.3125,1,True,False,2,37.5
red,soft,5,even,False,19.1,True,20,16,CONSERVE,22,0.22727272727272727,4,True,False,0,29.09090909090909
red,soft,2,outer,False,18.9,True,39,37,CONSERVE,22,0.09090909090909091,2,False,False,2,53.63636363636364
red,soft,3,even,False,19.7,True,32,29,CONSERVE,22,0.13636363636363635,3,True,False,0,25.454545454545453
yellow,medium,4,even,False,20.7,False,37,37,MONITOR,32,0.125,0,True,False,0,10.0
yellow,medium,29,inner,False,20.2,True,59,39,PIT_SOON,32,0.90625,20,True,False,2,76.25
white,hard,17,even,False,18.9,True,48,44,CONSERVE,45,0.37777777777777777,4,False,False,0,45.111111111111114
yellow,medium,24,even,False,21.0,True,52,28,CONSERVE,32,0.75,24,True,False,0,50.0
white,hard,3,even,False,21.2,True,26,26,CONSERVE,45,0.06666666666666667,0,True,False,0,22.666666666666668
red,soft,12,even,False,20.5,True,46,36,MONITOR,22,0.5454545454545454,10,True,False,0,41.81818181818181
red,soft,4,uneven,False,19.0,True,27,28,CONSERVE,22,0.18181818181818182,-1,True,False,4,67.27272727272728
white,hard,25,center,False,19.3,True,43,34,MONITOR,45,0.5555555555555556,9,True,False,3,72.22222222222223
red,soft,12,even,False,21.9,True,34,26,MONITOR,22,0.5454545454545454,8,False,False,0,51.81818181818181
red,soft,15,even,False,21.5,True,35,24,MONITOR,22,0.6818181818181818,11,True,False,0,47.272727272727266
white,hard,17,inner,False,18.2,True,58,43,CONSERVE,45,0.37777777777777777,15,False,False,2,65.11111111111111
red,soft,19,inner,False,21.3,True,53,42,PIT_SOON,22,0.8636363636363636,11,True,False,2,74.54545454545455
red,soft,15,uneven,False,20.9,True,44,42,CONSERVE,22,0.6818181818181818,2,True,False,4,87.27272727272727
red,soft,10,even,False,21.4,True,27,21,CONSERVE,22,0.45454545454545453,6,True,False,0,38.18181818181818
white,hard,25,inner,False,18.8,False,31,20,MONITOR,45,0.5555555555555556,11,False,False,2,57.22222222222222
red,soft,2,even,False,18.9,True,26,20,CONSERVE,22,0.09090909090909091,6,False,False,0,33.63636363636364
yellow,medium,23,inner,False,20.4,False,34,22,CONSERVE,32,0.71875,12,True,False,2,53.75
red,soft,20,uneven,False,19.7,True,40,28,PIT_NOW,22,0.9090909090909091,12,True,False,4,96.36363636363636
red,soft,8,uneven,False,20.1,True,44,29,CONSERVE,22,0.36363636363636365,15,True,False,4,74.54545454545455
red,soft,13,even,False,21.0,True,29,22,MONITOR,22,0.5909090909090909,7,True,False,0,43.63636363636364
yellow,medium,5,outer,False,19.4,True,30,23,CONSERVE,32,0.15625,7,True,False,2,46.25
red,soft,8,even,False,20.1,True,36,26,CONSERVE,22,0.36363636363636365,10,True,False,0,34.54545454545455
yellow,medium,18,even,False,20.1,False,49,37,MONITOR,32,0.5625,12,True,False,0,27.5
white,hard,19,even,False,20.4,True,58,42,CONSERVE,45,0.4222222222222222,16,True,False,0,36.888888888888886
yellow,medium,1,inner,False,21.2,True,20,16,CONSERVE,32,0.03125,4,True,False,2,41.25
yellow,medium,13,inner,False,20.4,True,48,36,MONITOR,32,0.40625,12,True,False,2,56.25
red,soft,9,inner,False,21.4,True,31,24,CONSERVE,22,0.4090909090909091,7,True,False,2,56.36363636363636
blue,wet,5,even,False,16.2,True,26,15,PIT_NOW,10,0.5,11,False,False,0,50.0
red,soft,10,center,False,20.4,False,30,22,MONITOR,22,0.45454545454545453,8,True,False,3,53.18181818181818
yellow,medium,5,inner,False,21.4,False,48,39,MONITOR,32,0.15625,9,True,False,2,31.25
red,soft,12,uneven,False,19.4,True,51,44,CONSERVE,22,0.5454545454545454,7,True,False,4,81.81818181818181
blue,wet,5,even,False,17.6,True,28,22,CONSERVE,10,0.5,6,False,False,0,50.0
white,hard,31,even,False,21.5,False,25,21,MONITOR,45,0.6888888888888889,4,True,False,0,32.55555555555556
white,hard,5,even,False,19.1,True,30,23,CONSERVE,45,0.1111111111111111,7,True,False,0,24.444444444444443
white,hard,24,inner,False,21.8,False,33,26,MONITOR,45,0.5333333333333333,7,False,False,2,56.33333333333333
yellow,medium,23,center,False,21.2,False,43,30,CONSERVE,32,0.71875,13,True,False,3,63.75
white,hard,38,outer,False,20.1,True,48,25,PIT_SOON,45,0.8444444444444444,23,True,False,2,73.77777777777777
